DR Number,Address,Cross Street,Location 
130111524,5TH                          ST,WALL                         ST,"(34.0449, -118.2458)"
130111532,CESAR E CHAVEZ,MAIN,"(34.0583, -118.2378)"
130111552,BOYD,WALL,"(34.0467, -118.2427)"
130111582,HARBOR                       FY,MANCHESTER                   AV,"(33.9601, -118.2807)"
130111621,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130111641,4TH                          ST,TOWNE                        AV,"(34.0439, -118.2399)"
130111748,7TH,MAPLE,"(34.0419, -118.2485)"
130111772,7TH                          ST,LOS ANGELES,"(34.0424, -118.2493)"
130111795,5TH,HILL,"(34.0489, -118.2519)"
130111889,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130111833,4TH,HILL,"(34.0503, -118.2504)"
130111835,4TH,HILL,"(34.0503, -118.2504)"
130111839,7TH,ALAMEDA,"(34.0349, -118.2386)"
130111859,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130111882,1ST                          ST,FIGUEROA                     ST,"(34.0578, -118.252)"
130111890,HOPE,WASHINGTON                   BL,"(34.0333, -118.2697)"
130111967,WINSTON,WALL                         ST,"(34.045, -118.2435)"
130111976,5TH,SAN PEDRO,"(34.0435, -118.2427)"
130112034,GRAND,17TH,"(34.0349, -118.2669)"
130112084,16TH,GRAND,"(33.7297, -118.2902)"
130112092,5TH,WALL,"(34.0446, -118.245)"
130112122,6TH                          ST,SAN JULIAN,"(34.0423, -118.2452)"
130112129,BROADWAY,CESAR E CHAVEZ,"(34.0604, -118.2393)"
130112151,LOS ANGELES,TEMPLE,"(34.0534, -118.2409)"
130112182,5TH                          ST,SAN JULIAN,"(34.0446, -118.245)"
130112187,VENICE,HOPE                         ST,"(34.0363, -118.2677)"
130112189,5TH                          ST,HILL                         ST,"(34.0488, -118.2518)"
130112205,FLOWER,OLYMPIC                      BL,"(34.0444, -118.2628)"
130112206,HOPE                         ST,WILSHIRE,"(34.0487, -118.2571)"
130112207,5TH                          ST,HILL,"(34.0488, -118.2518)"
130112222,5TH,LOS ANGELES,"(34.0461, -118.2476)"
130112229,6TH,SAN JULIAN,"(34.0423, -118.2452)"
130112249,6TH,GLADYS,"(34.0398, -118.2413)"
130112279,7TH                          ST,SAN PEDRO,"(34.0407, -118.2468)"
130112387,1ST                          ST,SAN PEDRO,"(34.0504, -118.2409)"
130112389,9TH                          ST,SPRING                       ST,"(34.0426, -118.2528)"
130112393,7TH                          ST,FLOWER                       ST,"(34.0487, -118.2588)"
130112454,TEMPLE,BROADWAY,"(34.0557, -118.2436)"
130112486,7TH                          ST,MAIN,"(34.0433, -118.2504)"
130112493,CROCKER                      ST,7TH                          ST,"(34.0401, -118.2459)"
130112525,NAUD,WILHARDT,"(34.0693, -118.2252)"
130112552,5TH                          ST,OLIVE,"(34.0495, -118.2529)"
130112566,4TH                          ST,HILL                         ST,"(34.0503, -118.2504)"
130112567,5TH                          ST,MAIN                         ST,"(34.0464, -118.248)"
130112569,MAIN                         ST,ANN                          ST,"(34.0648, -118.2313)"
130112608,GRAND,VENICE                       BL,"(34.0358, -118.2663)"
130112617,3RD                          ST,BROADWAY                     ST,"(34.051, -118.248)"
130112619,4TH,BROADWAY,"(34.0495, -118.2494)"
130112656,SAN JULIAN                   ST,6TH                          ST,"(34.0428, -118.2461)"
130112660,5TH                          ST,GRAND,"(34.0502, -118.254)"
130112691,PICO                         AV,FLOWER                       ST,"(34.0401, -118.2668)"
130112698,6TH,SAN PEDRO,"(34.0423, -118.2452)"
130112703,4TH,OMAR,"(34.0449, -118.2415)"
130112716,CENTRAL,INDUSTRIAL,"(34.0374, -118.2406)"
130112721,BUNKER HILL,CESAR E CHAVEZ,"(34.0626, -118.2445)"
130112723,5TH,SAN JULIAN,"(34.0446, -118.245)"
130112724,5TH,SAN JULIAN,"(34.0446, -118.245)"
130112725,5TH,SAN JULIAN,"(34.0446, -118.245)"
130112726,9TH,HILL,"(34.043, -118.2571)"
130112732,7TH,FLOWER,"(34.0487, -118.2588)"
130112747,6TH                          ST,SPRING,"(34.046, -118.2509)"
130112749,6TH                          ST,W  SAN PEDRO,"(34.0423, -118.2452)"
130112799,7TH,FLOWER,"(34.0487, -118.2588)"
130112858,BROADWAY,VENICE                       BL,"(34.0342, -118.2636)"
130112870,5TH                          ST,SAN JULIAN                   ST,"(34.0446, -118.245)"
130112881,ALAMEDA,LOS ANGELES                  ST,"(34.0578, -118.2371)"
130112882,GEORGIA,OLYMPIC                      BL,"(34.0459, -118.2657)"
130112901,5TH                          ST,LOS ANGELES                  ST,"(34.0454, -118.2466)"
130112913,LOS ANGELES                  ST,WINSTON,"(34.0467, -118.247)"
130113057,CESAR CHAVEZ,VIGNES,"(34.0566, -118.2319)"
130113083,4TH,SPRING                       ST,"(34.0488, -118.2483)"
130113088,CESAR E CHAVEZ,SPRING                       ST,"(34.0582, -118.2387)"
130113119,3RD,FLOWER                       ST,"(34.0544, -118.2535)"
130113120,6TH                          ST,BROADWAY,"(34.0467, -118.252)"
130113160,7TH,OLIVE                        ST,"(34.0467, -118.2556)"
130113227,WALL                         ST,6TH                          ST,"(34.0435, -118.2471)"
130113232,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130113267,6TH,WALL,"(34.0435, -118.2471)"
130113277,5TH                          ST,HILL                         ST,"(34.0488, -118.2518)"
130113286,5TH,CENTRAL,"(34.0417, -118.2398)"
130113336,5TH                          ST,SAN JULIAN                   ST,"(34.0446, -118.245)"
130113343,5TH                          ST,CROCKER,"(34.043, -118.242)"
130113374,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130113397,OLIVE,VENICE                       BL,"(34.0352, -118.2654)"
130113405,BROADWAY,7TH                          ST,"(34.0438, -118.2547)"
130113429,4TH                          ST,HILL,"(34.0503, -118.2506)"
130113434,8TH                          ST,HILL,"(34.0445, -118.2558)"
130113465,15TH,MAIN,"(34.034, -118.2615)"
130113466,5TH,WALL,"(34.0446, -118.245)"
130113475,8TH,GRAND,"(34.0459, -118.2579)"
130113500,5TH                          ST,WALL,"(34.0446, -118.245)"
130113503,1ST                          ST,BROADWAY,"(34.0537, -118.2455)"
130113519,5TH,CROCKER,"(34.043, -118.242)"
130113574,11TH                         ST,HOPE                         ST,"(34.0423, -118.2631)"
130113580,5TH                          ST,OLIVE,"(34.0495, -118.2529)"
130113582,4TH                          ST,CENTRAL,"(34.0433, -118.2381)"
130113594,4TH                          ST,HILL                         ST,"(34.0503, -118.2506)"
130113599,6TH                          ST,SAN JULIAN,"(34.0423, -118.2452)"
130113614,6TH,GLADYS,"(34.0398, -118.2413)"
130113617,5TH,MAIN,"(34.0464, -118.248)"
130113619,7TH,FIGUEROA,"(34.0494, -118.2599)"
130113646,5TH                          ST,SAN JULIAN                   ST,"(34.0446, -118.245)"
130113648,6TH                          ST,WALL,"(34.0428, -118.2461)"
130113653,5TH                          ST,MAPLE,"(34.0454, -118.2466)"
130113748,LOS ANGELES,WINSTON                      ST,"(34.0467, -118.247)"
130113799,5TH                          ST,MAIN                         ST,"(34.0464, -118.248)"
130113836,5TH                          ST,BROADWAY,"(34.0481, -118.2507)"
130113914,6TH                          ST,SPRING,"(34.046, -118.2509)"
130113926,6TH                          ST,SAN JULIAN,"(34.0423, -118.2452)"
130113935,3RD                          ST,MAIN                         ST,"(34.0489, -118.2453)"
130113994,5TH                          ST,CROCKER,"(34.043, -118.242)"
130114007,5TH                          ST,SAN PEDRO                    ST,"(34.0442, -118.2439)"
130114037,MAIN                         ST,3RD                          ST,"(34.0496, -118.2458)"
130114045,8TH                          ST,LOS ANGELES                  ST,"(34.0419, -118.2523)"
130114046,8TH                          ST,LOS ANGELES                  ST,"(34.0419, -118.2523)"
130114047,8TH                          ST,LOS ANGELES                  ST,"(34.0419, -118.2523)"
130114123,7TH,SAN PEDRO,"(34.0407, -118.2468)"
130114126,6TH,WALL,"(34.0428, -118.2461)"
130114149,6TH                          ST,HOPE,"(34.0495, -118.2563)"
130114150,5TH                          ST,MAPLE                        ST,"(34.0454, -118.2466)"
130114154,8TH,BIXEL,"(34.0496, -118.265)"
130114155,6TH,MAPLE,"(34.0435, -118.2471)"
130114159,7TH                          ST,MAPLE                        AV,"(34.0419, -118.2485)"
130114160,7TH                          ST,MAPLE                        AV,"(34.0419, -118.2485)"
130114172,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130114206,9TH,HOPE,"(34.0451, -118.2604)"
130114222,5TH                          ST,LOS ANGELES,"(34.0454, -118.2466)"
130114240,5TH                          ST,WALL,"(34.0446, -118.245)"
130114296,5TH                          ST,SAN JULIAN                   ST,"(34.0446, -118.245)"
130114330,6TH                          ST,SPRING                       ST,"(34.0463, -118.2515)"
130114341,7TH,HOPE                         ST,"(34.048, -118.2577)"
130114342,9TH                          ST,FIGUEROA                     ST,"(34.0462, -118.2628)"
130114359,4TH,OLIVE,"(34.0509, -118.2515)"
130114361,4TH                          ST,SPRING                       ST,"(34.0492, -118.2488)"
130114369,5TH                          ST,CROCKER,"(34.043, -118.242)"
130114402,7TH                          ST,WALL                         ST,"(34.0412, -118.2474)"
130114405,4TH                          ST,HILL                         ST,"(34.0503, -118.2506)"
130114407,4TH                          ST,HILL                         ST,"(34.0503, -118.2506)"
130114422,6TH                          ST,CENTRAL,"(34.0382, -118.2384)"
130114441,HILL                         ST,4TH                          ST,"(34.0503, -118.2504)"
130114458,6TH                          ST,TOWNE                        AV,"(34.0408, -118.2428)"
130114467,4TH,HILL,"(34.0503, -118.2504)"
130114483,FRANCISCO                    ST,8TH                          ST,"(34.0481, -118.2633)"
130114520,5TH                          ST,HILL                         ST,"(34.0489, -118.2519)"
130114568,5TH                          ST,CROCKER,"(34.043, -118.242)"
130114613,5TH                          ST,SAN PEDRO                    ST,"(34.0435, -118.2427)"
130114641,5TH                          ST,SAN PEDRO                    ST,"(34.0435, -118.2427)"
130114659,5TH                          ST,LOS ANGELES                  ST,"(34.0454, -118.2466)"
130114660,5TH                          ST,SAN PEDRO,"(34.0442, -118.2439)"
130114708,5TH                          ST,MAPLE,"(34.0454, -118.2466)"
130114724,5TH                          ST,WALL                         ST,"(34.0449, -118.2458)"
130114740,5TH                          ST,HEWITT,"(34.0418, -118.2351)"
130114743,GRAND,PICO                         BL,"(34.0389, -118.2643)"
130114744,BISHOPS,STADIUM,"(34.0699, -118.2341)"
130114751,5TH                          ST,SAN PEDRO,"(34.0442, -118.2439)"
130114752,4TH                          ST,HILL                         ST,"(34.0503, -118.2506)"
130114841,11TH,MAPLE,"(34.0371, -118.2551)"
130114852,4TH                          ST,HILL                         ST,"(34.0503, -118.2504)"
130114875,6TH                          ST,LOS ANGELES,"(34.0446, -118.249)"
130114892,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)"
130114950,CENTRAL,4TH                          ST,"(34.0438, -118.2397)"
130114956,BOYD,WALL,"(34.0467, -118.2427)"
130114972,6TH                          ST,SAN PEDRO,"(34.0423, -118.2452)"
130114983,5TH                          ST,MAIN,"(34.0471, -118.2491)"
130115002,6TH,SAN PEDRO,"(34.0417, -118.2443)"
130115017,SAN PEDRO                    AV,4TH                          ST,"(34.0458, -118.243)"
130115039,3RD                          ST,MAIN                         ST,"(34.0489, -118.2453)"
130115080,MAPLE,PICO,"(34.0346, -118.2572)"
130115090,COLLEGE                      ST,MAIN                         ST,"(34.0627, -118.2341)"
130115095,S  5TH                          ST,MAIN                         ST,"(34.0464, -118.248)"
130115105,3RD                          ST,MAIN                         ST,"(34.0489, -118.2453)"
130115106,3RD                          ST,MAIN                         ST,"(34.0489, -118.2453)"
130115115,6TH                          ST,HOPE                         ST,"(34.0495, -118.2563)"
130115116,6TH                          ST,SAN PEDRO                    ST,"(34.0417, -118.2443)"
130115126,5TH                          ST,SAN PEDRO,"(34.0435, -118.2427)"
130115181,12TH                         ST,LOS ANGELES                  ST,"(34.0366, -118.2578)"
130115193,12TH                         ST,SANTEE,"(34.036, -118.2568)"
130115194,5TH                          ST,SAN JULIAN,"(34.0446, -118.245)"
130115198,5TH                          ST,FLOWER                       ST,"(34.0516, -118.2561)"
130115201,VENICE                       BL,BROADWAY,"(34.0342, -118.2636)"
130115202,COLLEGE,HILL,"(34.0644, -118.2387)"
130115207,5TH                          ST,CROCKER                      ST,"(34.043, -118.242)"
130115272,5TH                          ST,SAN JULIAN,"(34.0446, -118.245)"
130115273,6TH                          ST,CROCKER,"(34.0412, -118.2436)"
130115329,GRAND,PICO,"(34.0389, -118.2643)"
130115332,5TH,SAN PEDRO,"(34.0442, -118.2439)"
130115333,5TH,WALL,"(34.0449, -118.2458)"
130115350,ANN,MAGDALENA,"(34.0639, -118.2306)"
130115362,FIGUEROA                     AV,11TH                         ST,"(34.0437, -118.2652)"
130115369,GRAND,WASHINGTON,"(34.0327, -118.2683)"
130115370,5TH                          ST,LOS ANGELES                  ST,"(34.0454, -118.2466)"
130115372,6TH                          ST,MAPLE,"(34.0435, -118.2471)"
130115381,7TH,SAN PEDRO,"(34.0407, -118.2468)"
130115390,ALAMEDA,LOS ANGELES,"(34.0578, -118.2371)"
130115391,6TH,SAN PEDRO,"(34.0417, -118.2443)"
130115392,6TH,SAN JULIAN,"(34.0423, -118.2452)"
130115393,5TH,CROCKER,"(34.043, -118.242)"
130115455,SPRING                       ST,7TH                          ST,"(34.0431, -118.2536)"
130115467,4TH,LOS ANGELES                  ST,"(34.0467, -118.2462)"
130115479,5TH                          ST,MAIN                         ST,"(34.0464, -118.248)"
130115480,BROADWAY,ELYSIAN PARK,"(34.0717, -118.2273)"
130115493,1ST                          ST,SPRING,"(34.053, -118.2444)"
130115510,SAN PEDRO                    ST,6TH                          ST,"(34.0423, -118.2452)"
130115544,6TH                          ST,SAN PEDRO,"(34.0423, -118.2452)"
130115563,SAN PEDRO                    ST,WINSTON,"(34.045, -118.2435)"
130115622,7TH,SAN PEDRO,"(34.0407, -118.2468)"
130115623,6TH,SAN PEDRO,"(34.0423, -118.2452)"
130115662,6TH                          ST,GLADYS,"(34.0398, -118.2413)"
130115674,2ND,SAN PEDRO,"(34.0491, -118.2414)"
130115681,5TH,FLOWER,"(34.0516, -118.2561)"
130115725,5TH                          ST,MAPLE                        AV,"(34.0454, -118.2466)"
130115733,SAN PEDRO                    ST,6TH                          ST,"(34.0423, -118.2452)"
130115744,5TH                          ST,HILL                         ST,"(34.0488, -118.2518)"
130115747,6TH                          ST,SAN PEDRO,"(34.0423, -118.2452)"
130115759,7TH                          ST,MAIN                         ST,"(34.0433, -118.2504)"
130115770,5TH,TOWNE,"(34.0426, -118.2412)"
130115826,8TH                          ST,SPRING,"(34.0434, -118.2542)"
130115827,8TH                          ST,SPRING,"(34.0434, -118.2542)"
130115828,7TH                          ST,CROCKER,"(34.0396, -118.2451)"
130115832,6TH                          ST,MAPLE,"(34.0435, -118.2471)"
130115840,WALL,WINSTON,"(34.0455, -118.2452)"
130115925,5TH,LOS ANGELES,"(34.0454, -118.2466)"
130115934,9TH,FIGUEROA,"(34.0468, -118.2641)"
130115946,OLYMPIC                      BL,LOS ANGELES                  ST,"(34.0389, -118.255)"
130115950,3RD                          ST,ALAMEDA                      ST,"(34.0455, -118.2381)"
130115968,15TH,LOS ANGELES                  ST,"(34.0334, -118.2604)"
130115975,6TH                          ST,GLADYS                       AV,"(34.0398, -118.2413)"
130116014,HOPE                         ST,8TH                          ST,"(34.0466, -118.259)"
130116060,RAMIREZ,VIGNES                       ST,"(34.0552, -118.2322)"
130116080,ALAMEDA,CESAR E CHAVEZ               AV,"(34.0581, -118.2371)"
130116162,3RD                          ST,OMAR                         ST,"(34.0467, -118.2411)"
130116175,6TH                          ST,SAN PEDRO,"(34.0423, -118.2452)"
130116211,5TH                          ST,CROCKER,"(34.043, -118.242)"
130116213,6TH,SPRING,"(34.046, -118.2509)"
130116214,6TH,SPRING,"(34.046, -118.2509)"
